name,surname,mail,gender,age,school,department,city_living,experience,programs,languages,gpa,degree,department_applied,salary,drivers_license,smoking,military_service,flexible_hours,group_alone,online,reference,internship,hired
Moriah,Robins,moriah.robins@mail.com,F,20,Bilkent University,Electronics and Automation Engineering,Istanbul,0,Altium,E,2.83,Bachelor,Electronics,32000,1,0, ,0,G,1,1,1,H
Morris,Helm,morris.helm@mail.com,F,31,Bogazici University,Automotive Engineering,Istanbul,11,Altium Proteus, ,2.62,Bachelor,Test,17000,1,1, ,0,A,0,1, ,N
Muhammad,Greco,muhammad.greco@mail.com,F,45,Hacettepe University,Electronics and Automation Engineering,Sivas,17,MATLAB Altium,"E,G",2.29,Bachelor,Electronics,12000,1,0, ,0,A,0,1, ,N
Myah,Boswell,myah.boswell@mail.com,F,35,Ege University,Electronics and Automation Engineering,Ankara,16,MATLAB,"E,G",2.28,Bachelor,Test,14000,0,0, ,0,A,0,0, ,N
Mykala,Correa,mykala.correa@mail.com,F,27,Karabuk University,Aeronautical Engineering,Istanbul,7,Altium,Other,2.70,Bachelor,Electronics,18000,1,1, ,0,G,1,1, ,H
Myron,Yost,myron.yost@mail.com,F,36,Kocaeli University,Control and Automation Engineering,Manisa,9,Mitsubishi PLC Schneider Electric PLC Allen Bradley PLC,Other,3.36,PhD or Higher,Automation,38000,0,0, ,1,G,0,1, ,H
Nadia,Hayden,nadia.hayden@mail.com,M,19,Bilkent University,Electronics and Automation Engineering,Istanbul,0,MATLAB, ,3.16,Bachelor,Electronics,21000,0,1,Not at Military Age,0,G,1,1,1,N
Nadine,Kent,nadine.kent@mail.com,F,41,Toros University,Electrical Electronics Engineering,Istanbul,23,Proteus,G,3.58,Bachelor,Electronics,16000,0,0, ,0,G,1,1, ,H
Naomi,Sturgill,naomi.sturgill@mail.com,M,35,Istanbul Technical University,Mechatronics Engineering,Ankara,15,MATLAB,Other,2.48,Master,Design,31000,0,1,Exempted,0,G,0,1, ,H
Nash,Streeter,nash.streeter@mail.com,F,23,Koc University,Electronics and Communication Engineering,Istanbul,2,Altium,Other,3.70,Bachelor,Electronics,47000,1,0, ,0,A,1,0,1,H
Nash,Grogan,nash.grogan@mail.com,F,40,Bogazici University,Automotive Engineering,Istanbul,25,Altium Proteus MATLAB,G,3.25,Master,Electronics,15000,0,1, ,0,A,1,1, ,H
Nasir,Close,nasir.close@mail.com,F,21,Istanbul Technical University,Mechatronics Engineering,Ankara,0,Solidworks AutoCAD ,"E,G",3.85,Bachelor,Design,46000,1,1, ,0,G,1,1,0,H
Natalee,Hollingsworth,natalee.hollingsworth@mail.com,F,26,Istanbul University-Cerrahpasa,Electrical Electronics Engineering,Ankara,7,Allen Bradley PLC Omron PLC, ,2.50,Master,Automation,21000,1,1, ,0,A,0,1, ,N
Natalie,Harper,natalie.harper@mail.com,F,41,Istanbul University-Cerrahpasa,Automotive Engineering,Ankara,17,Proteus,G,3.66,PhD or Higher,Electronics,8000,1,0, ,0,G,1,1, ,H
Natalya,Andre,natalya.andre@mail.com,F,24,Yildiz Technical University,Automotive Engineering,Ankara,0,Altium,G,3.80,Bachelor,Electronics,21000,1,1, ,0,A,1,0,1,H
Nathalie,Altman,nathalie.altman@mail.com,F,39,Hasan Kalyoncu University,Electronics and Automation Engineering,Kocaeli,12,MATLAB Altium,G,3.77,Master,Test,20000,0,1, ,0,A,1,1, ,N
Nathaly,Hickey,nathaly.hickey@mail.com,F,28,Nisantasi University,Electrical Electronics Engineering,Istanbul,8,Ansys Solidworks Solidworks Fusion 360,G,3.61,Bachelor,Design,21000,0,0, ,0,A,1,1, ,H
Nathanael,Lim,nathanael.lim@mail.com,F,42,Bogazici University,Electronics and Automation Engineering,Sakarya,24,Altium Proteus MATLAB,"E,G",2.13,PhD or Higher,Test,44000,1,0, ,0,A,1,1, ,N
Nautica,Nobles,nautica.nobles@mail.com,F,29,Istanbul University,Automotive Engineering,Istanbul,7,Ansys,G,2.81,Master,Design,18000,1,1, ,0,G,1,1, ,H
Naya,Vickers,naya.vickers@mail.com,F,36,Konya Technical University,Mechatronics Engineering,Kocaeli,14,Mitsubishi PLC Schneider Electric PLC,E,2.15,Bachelor,Automation,22000,0,0, ,0,A,0,0, ,H
Nayely,Alvarado,nayely.alvarado@mail.com,F,19,Ordu University,Electrical Electronics Engineering,Ankara,0,MATLAB, ,2.05,Bachelor,Electronics,37000,1,0, ,0,G,1,1,1,N
Nehemiah,Yates,nehemiah.yates@mail.com,M,21,Bogazici University,Electrical Electronics Engineering,Istanbul,0,Altium Proteus MATLAB,Other,3.32,Bachelor,Electronics,17000,1,1,Not at Military Age,0,G,1,1,0,H
Nelly,Culbertson,nelly.culbertson@mail.com,M,23,Gebze Technical University,Electronics and Automation Engineering,Istanbul,3,Allen Bradley PLC Omron PLC C,E,3.01,Bachelor,Automation,34000,1,0,Not at Military Age,0,G,1,1,0,H
Nevin,Diaz,nevin.diaz@mail.com,M,21,Hacettepe University,Aeronautical Engineering,Gumushane,0,MATLAB Altium,G,2.42,Bachelor,Test,32000,1,1,Not at Military Age,0,A,1,0,1,N
Nia,Patten,nia.patten@mail.com,F,19,Tokat Gaziosmanpasa University,Automotive Engineering,Istanbul,0,Altium Proteus,G,3.44,Bachelor,Electronics,10000,0,0, ,0,G,1,0,1,H
Nicholas,Skinner,nicholas.skinner@mail.com,M,35,Bogazici University,Automotive Engineering,Istanbul,14,DL, ,3.89,PhD or Higher,Programming,35000,1,1,Delayed,0,G,1,0, ,N
Nichole,Windham,nichole.windham@mail.com,M,39,Malatya Turgut ozal University,Aeronautical Engineering,Istanbul,14,Proteus,E,2.90,PhD or Higher,Electronics,39000,0,0,Exempted,0,A,1,0, ,H
Nick,Worden,nick.worden@mail.com,F,28,Yildiz Technical University,Aeronautical Engineering,Istanbul,7,Schneider Electric PLC Allen Bradley PLC,G,2.52,Bachelor,Automation,9000,1,0, ,0,G,0,0, ,H
Nikole,Ceballos,nikole.ceballos@mail.com,M,25,Sabanci University,Electrical Electronics Engineering,Konya,4,Altium Proteus MATLAB,Other,3.87,Master,Test,27000,1,0,Not at Military Age,0,G,0,1,0,N
Niya,Jarrett,niya.jarrett@mail.com,F,41,Istanbul University,Electronics and Communication Engineering,Istanbul,19,ML DL Python Java, ,2.71,PhD or Higher,Programming,49000,0,1, ,0,A,1,1, ,N
Noah,Pena,noah.pena@mail.com,M,28,Istanbul University,Aeronautical Engineering,Istanbul,5,MATLAB C++ C,Other,3.73,Master,Programming,43000,0,0,Exempted,0,A,0,0,1,N
Noelia,Reyes,noelia.reyes@mail.com,F,38,Istanbul University,Mechatronics Engineering,Kirikkale,14,Solidworks Fusion 360 AutoCAD Siemens NX,"E,G",3.25,Master,Design,31000,0,1, ,0,G,0,1, ,H
Noelle,Courtney,noelle.courtney@mail.com,M,45,Hacettepe University,Electrical Electronics Engineering,Istanbul,24,AutoCAD Siemens NX,G,3.07,Bachelor,Design,26000,0,1,Uncertain,0,A,1,0, ,H
Noemi,Cordell,noemi.cordell@mail.com,F,44,Bogazici University,Electronics and Communication Engineering,Istanbul,22,ML DL C Python, ,3.26,Master,Programming,39000,1,1, ,0,G,1,1, ,N
Norman,Schultz,norman.schultz@mail.com,M,19,Koc University,Electronics and Automation Engineering,Istanbul,0,Solidworks Fusion 360,E,3.76,Bachelor,Design,42000,0,1,Not at Military Age,0,G,0,1,1,H
Nya,Pritchard,nya.pritchard@mail.com,F,40,Bogazici University,Automotive Engineering,Istanbul,16,Allen Bradley PLC Omron PLC,Other,3.94,PhD or Higher,Automation,43000,1,1, ,0,G,1,1, ,H
Octavio,Luke,octavio.luke@mail.com,M,30,Koc University,Electronics and Communication Engineering,Ankara,10,Ansys Solidworks MATLAB, ,2.31,PhD or Higher,Design,33000,1,1,Uncertain,0,G,1,1, ,N
Olivia,Voss,olivia.voss@mail.com,F,29,Bogazici University,Mechatronics Engineering,cankiri,5,MATLAB Altium,G,3.36,Bachelor,Electronics,41000,0,1, ,1,G,1,0,0,H
Orion,Keller,orion.keller@mail.com,M,35,Sabanci University,Electronics and Communication Engineering,Kocaeli,13,MATLAB Altium, ,3.89,PhD or Higher,Electronics,47000,1,1,Uncertain,0,A,1,0, ,N
Orlando,Head,orlando.head@mail.com,F,33,Trabzon University,Electronics and Automation Engineering,Istanbul,12,MATLAB Altium,"E,G",2.66,Master,Test,35000,1,1, ,0,A,1,0, ,N
Orlando,Cardona,orlando.cardona@mail.com,F,40,Bilkent University,Aeronautical Engineering,Istanbul,25,C++ Siemens PLC Mitsubishi PLC,G,3.99,Bachelor,Automation,15000,1,0, ,0,A,0,1, ,H
Oscar,Chamberlain,oscar.chamberlain@mail.com,F,41,Dokuz Eylul University,Mechatronics Engineering,İzmir,18,Mitsubishi PLC Schneider Electric PLC Allen Bradley PLC,E,3.95,Bachelor,Automation,44000,0,0, ,0,A,1,0, ,H
Pablo,Tully,pablo.tully@mail.com,M,30,Bilkent University,Automotive Engineering,İstanbul,10,Solidworks Fusion 360 AutoCAD Siemens NX,"E,G",2.39,Master,Design,26000,0,0,Uncertain,0,A,0,1, ,H
Paris,Caswell,paris.caswell@mail.com,M,41,MEF University,Electronics and Communication Engineering,Ankara,20,C++ Siemens PLC Mitsubishi PLC,"E,G",3.42,PhD or Higher,Automation,14000,0,1,Exempted,0,A,1,1, ,H
Paxton,Buckner,paxton.buckner@mail.com,F,43,Kirsehir Ahi Evran University,Aeronautical Engineering,Ankara,23,Ansys Solidworks Solidworks Fusion 360,Other,3.48,PhD or Higher,Design,12000,1,0, ,0,A,0,1, ,H
Payne,Hite,payne.hite@mail.com,M,32,Yildiz Technical University,Automotive Engineering,Kocaeli,12,Omron PLC C,"E,G",2.84,PhD or Higher,Automation,37000,0,1,Exempted,1,G,1,1, ,H
Payne,Lawton,payne.lawton@mail.com,M,18,Konya Technical University,Aeronautical Engineering,Istanbul,0,C++ C,G,2.83,Bachelor,Programming,9000,0,0,Not at Military Age,0,A,1,0,1,H
Payton,Pratt,payton.pratt@mail.com,F,22,Sabanci University,Mechatronics Engineering,Istanbul,0,Altium Proteus,"E,G",3.11,Bachelor,Electronics,33000,1,0, ,0,G,0,0,0,N
Pearl,Beckham,pearl.beckham@mail.com,M,32,Istanbul University,Electrical Electronics Engineering,Ankara,9,Siemens PLC Mitsubishi PLC,Other,3.17,Bachelor,Automation,32000,1,1,Delayed,0,G,1,1, ,H
Pedro,Mcnabb,pedro.mcnabb@mail.com,M,25,Istanbul Technical University,Mechatronics Engineering,Ankara,7,Altium, ,3.59,Master,Electronics,50000,1,0,Not at Military Age,0,A,0,0, ,N
Penelope,Read,penelope.read@mail.com,F,29,Istanbul University,Electrical Electronics Engineering,Kocaeli,5,Siemens NX,Other,3.65,Master,Design,30000,1,1, ,0,G,0,0,1,N
Peter,Katz,peter.katz@mail.com,M,29,Middle East Technical University,Mechatronics Engineering,Istanbul,6,Altium Proteus MATLAB,G,3.29,Master,Electronics,13000,0,1,Uncertain,0,G,0,1, ,H
Philip,Ferris,philip.ferris@mail.com,M,32,Naval Academy,Mechatronics Engineering,Istanbul,8,Python Java, ,2.45,PhD or Higher,Programming,8000,1,0,Delayed,0,G,0,0, ,N
Phillip,Gilliland,phillip.gilliland@mail.com,M,31,Middle East Technical University,Mechatronics Engineering,Istanbul,8,Java C# C++ C,"E,G",2.61,Master,Programming,29000,1,0,Remnant,0,A,0,1, ,H
Phoebe,Gough,phoebe.gough@mail.com,F,20,Hacettepe University,Automotive Engineering,Istanbul,0,AutoCAD,G,3.83,Bachelor,Design,30000,0,1, ,0,G,1,1,1,H
Phoenix,Santamaria,phoenix.santamaria@mail.com,M,44,Bilkent University,Electronics and Automation Engineering,Konya,19,Altium Proteus MATLAB, ,2.28,PhD or Higher,Test,39000,0,1,Exempted,0,G,1,1, ,N
Piper,Means,piper.means@mail.com,F,18,Hacettepe University,Control and Automation Engineering,Ankara,0,Schneider Electric PLC C++,E,3.26,Bachelor,Automation,12000,1,0, ,0,A,0,0,1,H
Piper,Keegan,piper.keegan@mail.com,M,23,Istanbul University-Cerrahpasa,Aeronautical Engineering,Ankara,2,Proteus,E,2.12,Bachelor,Electronics,9000,1,0,Not at Military Age,0,A,1,1,1,H
Pranav,Frost,pranav.frost@mail.com,F,30,İzmir Institute of Technology,Electronics and Communication Engineering,Istanbul,10,Schneider Electric PLC Allen Bradley PLC Omron PLC,G,2.80,PhD or Higher,Automation,44000,1,0, ,0,G,1,0, ,H
Precious,McMillan,precious.mcmillan@mail.com,F,42,Bogazici University,Electronics and Communication Engineering,Ankara,20,Solidworks Fusion 360, ,2.36,Bachelor,Design,19000,0,0, ,0,G,0,1, ,N
Precious,Gallagher,precious.gallagher@mail.com,M,35,Tarsus University,Automotive Engineering,Istanbul,15,MATLAB,Other,3.80,Bachelor,Programming,22000,1,1,Uncertain,0,G,1,1, ,H
Presley,Bland,presley.bland@mail.com,M,19,Karabuk University,Aeronautical Engineering,Ankara,0,Schneider Electric PLC Allen Bradley PLC Omron PLC,G,2.53,Bachelor,Automation,11000,1,0,Not at Military Age,0,A,1,1,0,H
Prince,Goodson,prince.goodson@mail.com,M,33,Sakarya University of Applied Sciences,Aeronautical Engineering,Istanbul,8,Altium Proteus, ,3.73,Bachelor,Electronics,12000,0,1,Exempted,0,G,0,1, ,N
Quincy,Holman,quincy.holman@mail.com,M,28,Yildiz Technical University,Mechatronics Engineering,Isparta,5,Siemens PLC,"E,G",2.99,Master,Automation,27000,1,1,Delayed,0,A,0,0,0,H
Quinn,Batchelor,quinn.batchelor@mail.com,F,41,Kocaeli University,Electronics and Communication Engineering,Ankara,25,MATLAB Altium,Other,2.24,Bachelor,Test,49000,0,1, ,0,A,0,0, ,N
Quinten,Moeller,quinten.moeller@mail.com,F,38,Koc University,Electronics and Automation Engineering,Istanbul,16,MATLAB,Other,2.24,PhD or Higher,Test,24000,0,1, ,0,A,1,1, ,N
Quintin,Petersen,quintin.petersen@mail.com,F,30,Aksaray University,Aeronautical Engineering,Istanbul,10,C++ C DL,G,3.48,Bachelor,Programming,21000,1,1, ,0,G,1,1, ,H
Racheal,Hutcheson,racheal.hutcheson@mail.com,F,40,Middle East Technical University,Aeronautical Engineering,Afyonkarahisar,19,Schneider Electric PLC,E,3.35,Master,Automation,49000,1,1, ,0,A,0,0, ,H
Raekwon,Sheffield,raekwon.sheffield@mail.com,M,36,Yildiz Technical University,Mechatronics Engineering,Istanbul,16,Solidworks,Other,2.58,Master,Design,26000,0,0,Delayed,0,G,0,1, ,H
Raelynn,Jasper,raelynn.jasper@mail.com,M,44,Istanbul University-Cerrahpasa,Mechatronics Engineering,Istanbul,16,Schneider Electric PLC Allen Bradley PLC,E,2.88,Bachelor,Automation,46000,1,1,Remnant,0,G,1,1, ,H
Rafael,Lewis,rafael.lewis@mail.com,M,25,Yildiz Technical University,Automotive Engineering,İzmir,7,Proteus,G,2.09,Bachelor,Electronics,17000,1,1,Not at Military Age,0,G,1,1, ,N
Ramon,Meador,ramon.meador@mail.com,M,20,Istanbul University,Electronics and Communication Engineering,Istanbul,0,MATLAB,"E,G",2.86,Bachelor,Test,45000,1,1,Not at Military Age,0,G,1,1,1,N
Randall,Hirsch,randall.hirsch@mail.com,F,44,Acibadem University,Mechatronics Engineering,Sivas,19,Omron PLC C,"E,G",3.64,Bachelor,Automation,47000,0,0, ,0,G,0,0, ,N
Randi,Tomlin,randi.tomlin@mail.com,M,27,Bolu Abant Izzet Baysal University,Automotive Engineering,Ankara,7,MATLAB C++ C ML DL,E,2.47,Bachelor,Programming,46000,1,0,Not at Military Age,0,A,1,0, ,H
Raquel,Putnam,raquel.putnam@mail.com,M,23,Ege University,Electronics and Automation Engineering,Kocaeli,0,C Python ML,E,3.20,Bachelor,Programming,30000,0,1,Not at Military Age,0,G,1,1,1,H
Rashawn,Adam,rashawn.adam@mail.com,F,19,Middle East Technical University,Mechatronics Engineering,Istanbul,0,Solidworks,G,3.78,Bachelor,Design,14000,0,1, ,0,A,0,0,1,H
Rashawn,Buckley,rashawn.buckley@mail.com,M,19,Dokuz Eylul University,Electrical Electronics Engineering,Ankara,0,Altium Proteus, ,2.86,Bachelor,Electronics,50000,1,0,Not at Military Age,0,A,1,1,1,N
Raven,Rutledge,raven.rutledge@mail.com,F,42,Yildiz Technical University,Aeronautical Engineering,Istanbul,19,Allen Bradley PLC,Other,2.53,PhD or Higher,Automation,8000,0,1, ,0,G,0,1, ,H
Rayna,Concepcion,rayna.concepcion@mail.com,M,39,Istanbul Technical University,Electrical Electronics Engineering,Istanbul,13,Schneider Electric PLC Allen Bradley PLC Omron PLC,"E,G",2.97,Master,Automation,36000,1,1,Exempted,0,A,0,1, ,H
Rayne,Crawford,rayne.crawford@mail.com,F,22,Istanbul University-Cerrahpasa,Electronics and Automation Engineering,Istanbul,0,C# ML C Python,E,3.36,Bachelor,Programming,28000,0,0, ,0,G,0,0,0,N
Rayshawn,Glenn,rayshawn.glenn@mail.com,F,36,Koc University,Electrical Electronics Engineering,Istanbul,14,Schneider Electric PLC Allen Bradley PLC,G,3.56,Bachelor,Automation,34000,1,0, ,0,A,0,0, ,H
Rayshawn,Carrier,rayshawn.carrier@mail.com,M,30,Erciyes University,Aeronautical Engineering,Ankara,11,Ansys Solidworks Solidworks Fusion 360, ,3.04,Bachelor,Design,10000,1,1,Remnant,0,G,0,1, ,N
Reagan,Darby,reagan.darby@mail.com,M,18,Kafkas University,Mechatronics Engineering,Malatya,0,Proteus,"E,G",3.85,Bachelor,Test,29000,0,1,Not at Military Age,0,G,0,0,0,N
Reanna,Brinkley,reanna.brinkley@mail.com,F,28,Bogazici University,Automotive Engineering,Istanbul,4,Schneider Electric PLC,G,2.67,PhD or Higher,Automation,20000,1,0, ,0,G,0,1,0,H
Reece,Hagan,reece.hagan@mail.com,F,34,Hacettepe University,Automotive Engineering,Ankara,9,Proteus,"E,G",2.29,Master,Electronics,38000,1,1, ,0,G,0,0, ,N
Reed,Sinclair,reed.sinclair@mail.com,M,38,Military Academy,Mechatronics Engineering,Ankara,10,Siemens PLC Mitsubishi PLC,E,3.42,Bachelor,Automation,17000,1,0,Exempted,0,A,0,1, ,H
Reginald,Lindstrom,reginald.lindstrom@mail.com,M,21,Bilkent University,Electronics and Communication Engineering,Istanbul,0,C++,"E,G",3.01,Bachelor,Programming,23000,0,1,Not at Military Age,0,G,0,1,0,H
Reilly,Granados,reilly.granados@mail.com,M,29,Yildiz Technical University,Electronics and Communication Engineering,Trabzon,5,Fusion 360, ,2.58,PhD or Higher,Design,48000,0,1,Exempted,0,G,0,1,0,N
Remington,Cecil,remington.cecil@mail.com,M,24,Yildiz Technical University,Aeronautical Engineering,Ankara,2,Python,"E,G",3.47,Bachelor,Programming,13000,0,0,Not at Military Age,0,G,1,0,1,H
Rena,Culp,rena.culp@mail.com,M,41,Istanbul University-Cerrahpasa,Mechatronics Engineering,Istanbul,20,Java C# C++ C,E,3.94,Bachelor,Programming,43000,0,0,Uncertain,0,A,0,0, ,N
Rene,Schulte,rene.schulte@mail.com,F,31,Kocaeli University,Electronics and Communication Engineering,Karabuk,11,MATLAB,"E,G",3.20,Bachelor,Design,48000,1,0, ,0,G,1,1, ,N
Renee,Willis,renee.willis@mail.com,M,35,Ege University,Electrical Electronics Engineering,Samsun,16,C++ C DL DL OOP,G,2.67,PhD or Higher,Programming,14000,1,0,Uncertain,0,G,1,0, ,H
Reuben,Barry,reuben.barry@mail.com,M,42,Koc University,Electrical Electronics Engineering,Ankara,22,Allen Bradley PLC Omron PLC,"E,G",3.51,Bachelor,Automation,21000,1,0,Remnant,0,A,1,0, ,H
Rex,Wheaton,rex.wheaton@mail.com,F,35,Hasan Kalyoncu University,Electrical Electronics Engineering,Istanbul,12,Altium Proteus MATLAB,G,2.93,PhD or Higher,Electronics,21000,1,1, ,0,G,1,1, ,H
Rey,Radford,rey.radford@mail.com,F,36,Yildiz Technical University,Automotive Engineering,Ankara,16,MATLAB,E,3.63,PhD or Higher,Electronics,14000,0,1, ,0,A,1,1, ,H
Rhett,Lavoie,rhett.lavoie@mail.com,F,43,Middle East Technical University,Automotive Engineering,Istanbul,21,Altium Proteus, ,2.60,Master,Electronics,16000,0,0, ,0,A,0,1, ,N
Rhys,Garnett,rhys.garnett@mail.com,M,36,Kocaeli University,Automotive Engineering,Ankara,14,OOP MATLAB, ,2.38,Bachelor,Programming,32000,1,0,Remnant,0,G,1,1, ,N
Riana,Jacobsen,riana.jacobsen@mail.com,M,38,Bursa Technical University,Electrical Electronics Engineering,Ankara,16,MATLAB,Other,2.65,Master,Test,44000,0,0,Delayed,0,G,0,0, ,N
Ricardo,Garrett,ricardo.garrett@mail.com,M,29,Istanbul Technical University,Mechatronics Engineering,Ankara,4,Siemens PLC,"E,G",2.26,Bachelor,Automation,27000,0,1,Delayed,0,G,0,1,0,H
Richard,Judd,richard.judd@mail.com,F,18,KTO Karatay University,Electrical Electronics Engineering,Istanbul,0,Proteus, ,3.96,Bachelor,Test,11000,0,0, ,0,G,1,1,0,N
Rick,Weatherford,rick.weatherford@mail.com,M,35,cag University,Mechatronics Engineering,Diyarbakir,16,Altium,G,2.48,Master,Test,46000,1,1,Delayed,0,A,1,0, ,N
Rickey,Anders,rickey.anders@mail.com,F,37,Yildiz Technical University,Mechatronics Engineering,Istanbul,13,Altium Proteus MATLAB,"E,G",3.41,Master,Electronics,37000,1,1, ,0,G,0,1, ,H
Ricky,Burks,ricky.burks@mail.com,F,34,Koc University,Automotive Engineering,Kocaeli,9,Mitsubishi PLC,G,3.40,Master,Automation,17000,1,1, ,0,G,0,0, ,H
Riley,Parra,riley.parra@mail.com,F,44,Istanbul Technical University,Electronics and Communication Engineering,Istanbul,20,Omron PLC C,Other,3.28,PhD or Higher,Automation,36000,0,0, ,0,G,0,1, ,H
Riley,Lofton,riley.lofton@mail.com,M,25,Bilecik seyh Edebali University,Electronics and Communication Engineering,Istanbul,7,Ansys,G,3.61,Master,Design,28000,0,1,Not at Military Age,0,A,0,0, ,N
Rivka,Michael,rivka.michael@mail.com,M,42,Maltepe University,Electronics and Automation Engineering,Kocaeli,16,Altium,"E,G",2.75,Master,Test,10000,1,1,Remnant,0,G,1,0, ,N
Robin,Abbott,robin.abbott@mail.com,M,22,Bilkent University,Electronics and Automation Engineering,Istanbul,0,MATLAB Altium,Other,2.10,Bachelor,Electronics,20000,1,0,Not at Military Age,0,G,1,1,1,H
Rochelle,James,rochelle.james@mail.com,F,37,Sabanci University,Electronics and Communication Engineering,sirnak,11,Python,Other,3.63,PhD or Higher,Programming,33000,1,1, ,1,A,1,1, ,H
Rocio,Richardson,rocio.richardson@mail.com,M,31,Middle East Technical University,Electronics and Automation Engineering,Istanbul,8,Mitsubishi PLC,G,2.62,Bachelor,Automation,39000,0,1,Delayed,0,A,1,1, ,H
Rocky,Mendez,rocky.mendez@mail.com,M,38,Sabanci University,Electronics and Automation Engineering,Istanbul,13,Java C#,Other,3.50,PhD or Higher,Programming,46000,1,1,Uncertain,0,G,0,1, ,H
Roderick,Fitzpatrick,roderick.fitzpatrick@mail.com,F,39,Istanbul University,Aeronautical Engineering,Eskisehir,15,Fusion 360 AutoCAD matlab,Other,2.14,Bachelor,Design,10000,1,0, ,0,A,1,1, ,H
Rodney,Hoke,rodney.hoke@mail.com,F,44,Bogazici University,Aeronautical Engineering,Istanbul,21,Altium Proteus MATLAB,E,2.50,Master,Electronics,50000,1,0, ,0,A,0,0, ,N
Rogelio,Coronado,rogelio.coronado@mail.com,F,20,Middle East Technical University,Electronics and Communication Engineering,Ankara,0,Fusion 360 Siemens NX MATLAB,E,2.09,Bachelor,Design,40000,1,1, ,0,A,1,0,0,H
Rogelio,Turley,rogelio.turley@mail.com,M,41,Sabanci University,Mechatronics Engineering,cankiri,19,C++ C,G,3.08,Master,Programming,11000,0,0,Uncertain,1,A,0,1, ,H
Roland,Camacho,roland.camacho@mail.com,F,37,Istanbul University,Automotive Engineering,Kocaeli,12,MATLAB,G,3.80,Bachelor,Test,23000,1,1, ,0,G,1,0, ,N
Roman,Sherrill,roman.sherrill@mail.com,F,31,Koc University,Aeronautical Engineering,Istanbul,9,Altium Proteus MATLAB,"E,G",3.39,Master,Electronics,14000,0,0, ,0,G,0,0, ,H
Romeo,Gilliam,romeo.gilliam@mail.com,F,19,Koc University,Automotive Engineering,Istanbul,0,Schneider Electric PLC,G,2.05,Bachelor,Automation,23000,1,1, ,0,G,0,0,0,H
Ronaldo,Atwell,ronaldo.atwell@mail.com,M,42,Dicle University,Electronics and Automation Engineering,Ankara,22,MATLAB, ,2.84,PhD or Higher,Test,47000,0,0,Delayed,0,A,0,1, ,N
Rose,Weinstein,rose.weinstein@mail.com,M,19,Yildiz Technical University,Electronics and Communication Engineering,Istanbul,0,MATLAB,G,3.08,Bachelor,Test,40000,0,0,Not at Military Age,0,A,1,0,0,N
Rosemary,Nicholson,rosemary.nicholson@mail.com,M,41,Sabanci University,Electronics and Automation Engineering,Istanbul,24,MATLAB,E,3.60,Bachelor,Test,35000,0,0,Uncertain,0,G,0,0, ,N
Ross,Mast,ross.mast@mail.com,F,18,Istanbul University,Electronics and Communication Engineering,Ankara,0,Java,"E,G",3.34,Bachelor,Programming,12000,0,0, ,0,A,1,1,1,H
Rowan,Morrow,rowan.morrow@mail.com,F,29,Koc University,Electronics and Communication Engineering,Istanbul,5,MATLAB, ,3.04,PhD or Higher,Electronics,24000,0,0, ,0,A,0,1,1,N
Roy,Nunn,roy.nunn@mail.com,M,25,Bogazici University,Electronics and Communication Engineering,Ankara,7,Mitsubishi PLC Schneider Electric PLC,E,2.08,Bachelor,Automation,25000,1,0,Not at Military Age,0,A,1,1, ,H
Royce,McCord,royce.mccord@mail.com,M,43,Sabanci University,Electronics and Automation Engineering,Ankara,20,Altium Proteus MATLAB,"E,G",2.85,PhD or Higher,Electronics,44000,1,0,Uncertain,0,A,1,0, ,H
Ruby,Beers,ruby.beers@mail.com,F,25,Istanbul Technical University,Electronics and Communication Engineering,Istanbul,5,AutoCAD Siemens NX,E,3.42,Bachelor,Design,41000,1,1, ,0,A,0,0,0,N
Rudy,Erb,rudy.erb@mail.com,M,37,Hacettepe University,Automotive Engineering,Antalya,12,MATLAB C++ C,G,3.17,Master,Programming,29000,1,1,Exempted,0,A,1,0, ,H
Ryan,Maloney,ryan.maloney@mail.com,F,22,Yasar University,Mechatronics Engineering,Istanbul,0,MATLAB Altium, ,2.43,Bachelor,Test,12000,0,0, ,0,G,1,1,0,N
Ryann,Kunkel,ryann.kunkel@mail.com,F,40,Yildiz Technical University,Electronics and Automation Engineering,Istanbul,19,MATLAB Altium,G,3.19,PhD or Higher,Electronics,14000,0,1, ,0,G,1,0, ,H
Rylan,Landis,rylan.landis@mail.com,F,24,Ankara University,Electronics and Automation Engineering,Kocaeli,2,MATLAB,Other,2.05,Bachelor,Design,40000,0,0, ,0,G,1,0,1,H
Sage,Hargis,sage.hargis@mail.com,M,33,Istanbul University,Aeronautical Engineering,Kocaeli,11,Proteus,E,2.76,Master,Electronics,23000,0,0,Uncertain,0,G,0,0, ,N
Sahara,Durham,sahara.durham@mail.com,F,43,Hitit University,Mechatronics Engineering,İstanbul,23,Ansys Solidworks,Other,2.82,Master,Design,18000,0,1, ,1,G,1,0, ,H
Sahara,Low,sahara.low@mail.com,M,30,Middle East Technical University,Aeronautical Engineering,Ankara,10,ML DL C Python,E,3.99,Bachelor,Programming,43000,0,1,Delayed,0,A,1,1, ,H
Salvador,Razo,salvador.razo@mail.com,M,24,Maltepe University,Electronics and Automation Engineering,Ankara,1,MATLAB,G,2.56,Bachelor,Electronics,9000,0,0,Not at Military Age,0,A,1,0,0,H
